ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
1552,Central West,Women's Treatment Center,140 N Ashland Av,The Women's Treatment Center,743,"The project is the rehabilitation of a 105,000 square foot building that serves as a residential treatment center for women who are pregnant and/or have young children and are suffering from substance abuse.  The improvements include façade and masonry restoration, elevator upgrades, lighting upgrades, HVAC repair & upgrades, roof replacement, lobby improvements and repairs.",11/13/07,1000000,3366459,1165683.997,1901211.266,41.8845142,-87.66704209,"(41.88451419700416, -87.66704209415728)",28,29,21184,579,46,41
11039,LaSalle Central,IGA - CTA - Bus Rapid Transit - Loop - LaSalle Central,127 W Washington St,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA pending,3/10/14,6600000,31500000,1175308.464,1900772.863,41.8831007,-87.63171323,"(41.88310070060751, -87.63171322586435)",41,38,14310,92,36,22
1725,Western Avenue North,IGA - CBE - ADA - Chappell,2135 W Foster Av,Chicago Public Schools,1160,"$1.5M in TIF Funds to reimburse the Chicago Board of Education for ADA improvements made to Chappell Elementary School.  Improvements include new ramps, interior and exterior doors, fire alarms, emergency lighting, electrical and drinking fountains.",4/13/11,1500000,2287301,1161016.902,1934466.545,41.975867,-87.68325438,"(41.97586700298142, -87.68325437820378)",20,6,21849,106,24,13
1307,Peterson/Cicero,Peterson Cicero - Sauganash Place Whole Foods,6020 N Cicero Av,"Peterson Cicero, LLC",110,"Located in the Forest Glen community, the project includes construction of two separate buildings containing approximately
40,405 square feet of commercial space and approximately 136 condominium units, including 27 affordable units.",9/28/04,10300000,63689644,1143245.244,1939669.138,41.99049477,-87.74847741,"(41.990494771830264, -87.74847741422931)",18,12,22532,782,38,28
1657,Stockyards I-C,Cedar Concepts,4100 S Packers Av,"Chemical Compositions, LLC",1043,"Planned for vacant land at 4100 S. Packers Ave., the 59,000-square-foot complex will manufacture lubricants and other ingredients that are used in a variety of personal care and household cleaning products. It will be developed and operated by Cedar Concepts, the only African-American, woman-owned chemical manufacturer in the country.",12/13/11,2250000,12956698,1168109.214,1877557.219,41.81955338,-87.65881871,"(41.81955338178052, -87.65881870751213)",37,59,14924,123,48,26
1404,Lakefront,Lake Park Crescent - Phase I - For Sale,4000 S Lake Park Av,Lakefront Associates LLC,271,"The project includes the construction of six buildings containing 68 housing units.  Of the units, 13 are CHA units, 1 is an affordable for-sale unit, 19 are below-market for-sale units, and 35 are market-rate for-sale units.",7/9/02,4900000,29042000,1183477.507,1878709.64,41.82237082,-87.60240615,"(41.8223708178924, -87.60240614953062)",36,2,4301,220,10,1
1742,Madden/Wells,IGA - CBE - Donoghue E.S.,707 E 37th St,Chicago Public Schools,2057,An intergovernmental agreement between the City of Chicago and Chicago Board of Education.,11/2/11,200000,350000,1181807.815,1880639.449,41.82770517,-87.60847172,"(41.8277051679405, -87.60847172435795)",36,2,4301,221,10,1
1313,41st/King Drive,P G Stewart - Tower 4 - Constr,4100 S Dr Martin Luther King Jr Dr,Paul G. Stewart Apartments Associates Phase V L.P.,118,"Located in Grand Boulevard community area, the project consists of construction of a 13-story residential building.  The building includes 96 units and community room.",5/10/94,1808000,10978567,1179494.778,1877879.875,41.82018592,-87.61704228,"(41.82018592254523, -87.6170422783576)",36,4,4301,163,9,12
1376,24th/Michigan,Hilliard Homes - II,2030 S State St,Hilliard Homes ll LP,223,"Located in the Near South Side community, the project is a second phase of renovating two residential structures containing 327 affordable apartments with all units at 60% area median income.     NOTE:......Due to the various discrepancies noted on the FY 2017 Tenant Profile Compliance Reports (TPCR) , we are currently unable to verify the actual number of 31-50% or 51-60% AMI designated Units. For instance, while the Regulatory Agreement states that at least 20% (or 67) of the 327 Units shall be occupied by Low Income Families (51-60% AMI), the actual TPCR states there are over 597 Low Income Family Units at various AMI%'s.  Explanations are required from Property Management. --- dvh 12/20/17.",10/10/00,1540000,51112000,1176604.642,1890373.503,41.85453503,-87.62726774,"(41.85453503296495, -87.62726773880271)",40,34,21194,330,9,12
1714,119th/I-57,IGA - CPD - Park 0373 - Blackwelder,11500 S Homewood Av,Chicago Park District,1148,"An intergovernmental agreement between the City of Chicago and the Chicago Park District for development costs for improvements and rehabilitation of the playground, water spray area, basketball court, and athletic fields.",11/17/10,1250000,1250000,1165342.58,1828409.576,41.68474439,-87.67035714,"(41.6847443867158, -87.67035713459555)",13,74,22212,378,22,33
1670,Humboldt Park Commercial,Resurrection University,1431 N Claremont Av,Saint Mary and Elizabeth Medical Center; and Resurrection University,1062,"The Resurrection University project is located in the Humboldt Park Commercial TIF district. The project consists of the relocation of Resurrection University from Oak Park to the former Saint Elizabeth Hospital in Wicker Park. Resurrection University will occupy parts of the first floor, which will include a new student lounge and library. The campus also will occupy the 6th, 7th, and 8th floors for classrooms, administration, an advanced simulation lab, faculty space and staff offices.",3/8/11,4738179,13537654,1160516.424,1909594.57,41.90762721,-87.68578576,"(41.907627207523525, -87.68578575863826)",4,25,21560,516,41,24
500254,Chicago/Kingsbury,Ward Park (4524),630 N Kingsbury St,Chicago Park District,,An intergovernmental agreement between the City of Chicago and the Chicago Park District,9/11/13,750000,750000,1172680.194,1904364.524,41.893015,-87.64125791,"(41.89301499813241, -87.64125791389212)",55,37,4446,652,36,22
1613,Bryn Mawr/Broadway,IGA - CTA - Berwyn Station,1109 W Berwyn Av,Chicago Transit Authority,934,IGA for Rehabilitation of the Berwyn Rapid Transit Station on the Red Line.,11/8/09,1173768,1173768,1167799.978,1935318.52,41.97806089,-87.65828585,"(41.97806088785149, -87.65828585012291)",15,76,22616,160,16,40
1416,Lincoln/Belmont/Ashland,"Lincoln-Belmont-Ashland, LLC",3201 N Lincoln Av,"Lincoln/Belmont/Ashland, LLC",283,"Located in the Lakeview community, the project includes construction of a 90,000 square foot retail space, 176 parking spaces, 80 loft condos, and 47 townhomes.",9/13/94,7671036,37210799,1165113.097,1921351.99,41.93979381,-87.66856528,"(41.939793807635674, -87.66856527872653)",22,57,4449,678,25,38
500277,Midwest,IGA  - Garfield Conservatory,100 N Central Park Dr,Chicago Park District,,"An intergovernmental agreement between the City of Chicago and Chicago Park District. The project includes catastrophic storm damage cleanup, repair and replacement of the glass
and structural housing elements of the glass, concrete rehabilitation, wood beam replacement,
ventilation systems and general conditions including drainage",6/3/14,3000000,15205000,1152446.686,1900689.923,41.88335532,-87.71566523,"(41.88335532231401, -87.71566523159699)",30,28,21572,176,23,11
500096,Fullerton/Milwaukee,Milwaukee Avenue Apartments,3060 N Milwaukee Av,"Milwaukee Avenue Apartments GP, LLC",,"Milwaukee Avenue Apartments is new construction- 32 units of affordable accessible, supportive housing designed to allow residents with mobility and sensory impairments to live as independently as possible.  Constructed on currently vacant land in the Avondale neighborhood, the four-story brick-veneer building will consist of 32 units; 25 one and 7 two-bedroom units.  All units will be affordable, with over 20% of the units available for tenants at 30% AMI and the rest for tenants at 60% AMI.  The development is seeking project-based rental assistance for 31 of the units.   Property will meet Energy Star and Enterprise Green Communities standards, provide community garden space, and native or adaptive landscaping.  Over the Rainbow Association will provide supportive services on site.",4/8/14,1000000,10022952,1151100.782,1920108.203,41.93666739,-87.72009772,"(41.936667386198, -87.72009771991759)",39,22,21538,215,21,27
12095,Washington Park,KLEO Art Residences,63 E Garfield Bv,"Brinshore Development, LLC",,"New Construction Development located at 63-65 E. Garfield Blvd on the SWC of Garfield Blvd. and Michigan Ave. Project will include a mixed-use, mixed-income development and will consist of 58 studio, one, and two bedroom apartments with retail, office, and common area space on the ground floor.",6/13/17,6350000,23325598,1177888.287,1868411.761,41.79424117,-87.62322252,"(41.794241168134974, -87.6232225229433)",60,7,22260,403,4,53
12450,Central West,IGA-CBE-Whitney Young Athletic Field,211 S Laflin St,Chicago Public Schools,,"Whitney Young High School is located in the Near West Side Community Area. TIF funds will be used to construct a multipurpose athletic field including turf, a walking track, an electrical scoreboard and landscaping improvements.",11/8/17,4300000,4300000,1166475.742,1899058.627,41.87859028,-87.66419635,"(41.87859028351851, -87.66419634456105)",44,29,14917,91,46,48
12862,24th/Michigan,Ickes (Southbridge) - Phase 1 - 4%,2300 S State St,Community Builders Inc.,,"Redevelopment of the former CHA Harold Ickes Homes.  The Community Builders, Inc. (TCB) and McCaffery Interests, Inc. (MI) were selected by the CHA to redevelop the site, which is part of CHA's Plan for Transformation/Plan Forward. 

Phase 1 (Block B) of the development is broken into two adjacent, nearly-identical mid-rise buildings -- one utilizing 4% credits, the other 9% credits.  The 4% building will include a total of 39 low income units at or below 60% AMI, 12 moderate at 80% AMI and 52 market rate units for a total of 103 units. A total of 19,000 sf of retail space, split nearly evenly between the two buildings, will be available at street level.",7/10/18,12750000,53753405,1176636.846,1889075.531,41.85097258,-87.62718872,"(41.850972579462514, -87.62718871676341)",40,34,21194,193,9,12
1617,Fullerton/Milwaukee,Sachs Hairpin - Retail,2800 N Milwaukee Av,"Hairpin Lofts, LLC and Brinshore 2008 Corp.",942,"The Sachs Hairpin Retail project is located in the Fullerton/Milwaukee TIF district. The project consist of the redevelopment of an existing 6-story building into a 7,000 square feet retail space and 8,000 square feet art center.",12/8/09,1210000,3340035,1153212.79,1918394.942,41.93192434,-87.71238139,"(41.931924343764976, -87.71238138589705)",1,23,22535,72,12,15
11980,River South,IGA - CBE - New South Loop Elementary School,1601 S Dearborn St,Chicago Public Schools,,"Located in the Near South Side community area, the project includes the acquisition and site preparation of 1601 S. Dearborn Street for the new South Loop Elementary School.",9/14/16,11000000,11000000,1176215.239,1892394.176,41.86008868,-87.62863612,"(41.86008867484919, -87.62863612245982)",40,34,21194,330,9,12
1261,Pilsen Industrial Corridor,International Produce Market,2431 S Wolcott Av,"CIPM, LLC and CenterPoint Realty Services Corp., LLC",49,"Located in the Lower West Side community, the project includes the construction of 436,000 square feet warehouse and distribution space.",8/8/00,9000000,46639816,1164133.13,1887768.745,41.84765961,-87.67311671,"(41.84765961440421, -87.67311670533543)",43,33,14920,126,26,8
